,merge,value,date,add_time,full_date
57,2021-03-24,5,2021-03-24T04:00:00.000Z,04:00:00.000Z,"March 24, 2021"
58,2021-03-25,9,2021-03-25T04:00:00.000Z,04:00:00.000Z,"March 25, 2021"
59,2021-03-26,3,2021-03-26T04:00:00.000Z,04:00:00.000Z,"March 26, 2021"
60,2021-03-27,2,2021-03-27T04:00:00.000Z,04:00:00.000Z,"March 27, 2021"
61,2021-03-29,2,2021-03-29T04:00:00.000Z,04:00:00.000Z,"March 29, 2021"
62,2021-03-30,5,2021-03-30T04:00:00.000Z,04:00:00.000Z,"March 30, 2021"
63,2021-03-31,4,2021-03-31T04:00:00.000Z,04:00:00.000Z,"March 31, 2021"
64,2021-04-01,1,2021-04-01T04:00:00.000Z,04:00:00.000Z,"April 01, 2021"
65,2021-04-03,1,2021-04-03T04:00:00.000Z,04:00:00.000Z,"April 03, 2021"
66,2021-04-04,1,2021-04-04T04:00:00.000Z,04:00:00.000Z,"April 04, 2021"
67,2021-04-05,2,2021-04-05T04:00:00.000Z,04:00:00.000Z,"April 05, 2021"
68,2021-04-06,5,2021-04-06T04:00:00.000Z,04:00:00.000Z,"April 06, 2021"
69,2021-04-07,3,2021-04-07T04:00:00.000Z,04:00:00.000Z,"April 07, 2021"
70,2021-04-08,4,2021-04-08T04:00:00.000Z,04:00:00.000Z,"April 08, 2021"
71,2021-04-12,3,2021-04-12T04:00:00.000Z,04:00:00.000Z,"April 12, 2021"
72,2021-04-13,5,2021-04-13T04:00:00.000Z,04:00:00.000Z,"April 13, 2021"
73,2021-04-14,9,2021-04-14T04:00:00.000Z,04:00:00.000Z,"April 14, 2021"
74,2021-04-15,1,2021-04-15T04:00:00.000Z,04:00:00.000Z,"April 15, 2021"
75,2021-04-18,5,2021-04-18T04:00:00.000Z,04:00:00.000Z,"April 18, 2021"
76,2021-04-19,1,2021-04-19T04:00:00.000Z,04:00:00.000Z,"April 19, 2021"
77,2021-04-20,6,2021-04-20T04:00:00.000Z,04:00:00.000Z,"April 20, 2021"
78,2021-04-21,9,2021-04-21T04:00:00.000Z,04:00:00.000Z,"April 21, 2021"
79,2021-04-22,3,2021-04-22T04:00:00.000Z,04:00:00.000Z,"April 22, 2021"
80,2021-04-24,2,2021-04-24T04:00:00.000Z,04:00:00.000Z,"April 24, 2021"
81,2021-04-25,1,2021-04-25T04:00:00.000Z,04:00:00.000Z,"April 25, 2021"
82,2021-04-26,3,2021-04-26T04:00:00.000Z,04:00:00.000Z,"April 26, 2021"
83,2021-04-27,8,2021-04-27T04:00:00.000Z,04:00:00.000Z,"April 27, 2021"
84,2021-04-28,4,2021-04-28T04:00:00.000Z,04:00:00.000Z,"April 28, 2021"
85,2021-04-29,2,2021-04-29T04:00:00.000Z,04:00:00.000Z,"April 29, 2021"
86,2021-04-30,1,2021-04-30T04:00:00.000Z,04:00:00.000Z,"April 30, 2021"
87,2021-05-02,2,2021-05-02T04:00:00.000Z,04:00:00.000Z,"May 02, 2021"
88,2021-05-03,1,2021-05-03T04:00:00.000Z,04:00:00.000Z,"May 03, 2021"
89,2021-05-04,3,2021-05-04T04:00:00.000Z,04:00:00.000Z,"May 04, 2021"
90,2021-05-05,3,2021-05-05T04:00:00.000Z,04:00:00.000Z,"May 05, 2021"
91,2021-05-06,8,2021-05-06T04:00:00.000Z,04:00:00.000Z,"May 06, 2021"
92,2021-05-08,1,2021-05-08T04:00:00.000Z,04:00:00.000Z,"May 08, 2021"
93,2021-05-10,2,2021-05-10T04:00:00.000Z,04:00:00.000Z,"May 10, 2021"
94,2021-05-11,5,2021-05-11T04:00:00.000Z,04:00:00.000Z,"May 11, 2021"
95,2021-05-12,7,2021-05-12T04:00:00.000Z,04:00:00.000Z,"May 12, 2021"
96,2021-05-13,2,2021-05-13T04:00:00.000Z,04:00:00.000Z,"May 13, 2021"
97,2021-05-15,1,2021-05-15T04:00:00.000Z,04:00:00.000Z,"May 15, 2021"
98,2021-05-16,3,2021-05-16T04:00:00.000Z,04:00:00.000Z,"May 16, 2021"
99,2021-05-17,1,2021-05-17T04:00:00.000Z,04:00:00.000Z,"May 17, 2021"
100,2021-05-18,6,2021-05-18T04:00:00.000Z,04:00:00.000Z,"May 18, 2021"
101,2021-05-19,7,2021-05-19T04:00:00.000Z,04:00:00.000Z,"May 19, 2021"
102,2021-05-20,6,2021-05-20T04:00:00.000Z,04:00:00.000Z,"May 20, 2021"
103,2021-05-22,1,2021-05-22T04:00:00.000Z,04:00:00.000Z,"May 22, 2021"
104,2021-05-23,1,2021-05-23T04:00:00.000Z,04:00:00.000Z,"May 23, 2021"
105,2021-05-24,2,2021-05-24T04:00:00.000Z,04:00:00.000Z,"May 24, 2021"
106,2021-05-25,6,2021-05-25T04:00:00.000Z,04:00:00.000Z,"May 25, 2021"
107,2021-05-26,6,2021-05-26T04:00:00.000Z,04:00:00.000Z,"May 26, 2021"
108,2021-05-27,4,2021-05-27T04:00:00.000Z,04:00:00.000Z,"May 27, 2021"
109,2021-05-29,1,2021-05-29T04:00:00.000Z,04:00:00.000Z,"May 29, 2021"
110,2021-05-31,3,2021-05-31T04:00:00.000Z,04:00:00.000Z,"May 31, 2021"
111,2021-06-02,5,2021-06-02T04:00:00.000Z,04:00:00.000Z,"June 02, 2021"
112,2021-06-03,5,2021-06-03T04:00:00.000Z,04:00:00.000Z,"June 03, 2021"
113,2021-06-04,1,2021-06-04T04:00:00.000Z,04:00:00.000Z,"June 04, 2021"
114,2021-06-05,2,2021-06-05T04:00:00.000Z,04:00:00.000Z,"June 05, 2021"
115,2021-06-07,1,2021-06-07T04:00:00.000Z,04:00:00.000Z,"June 07, 2021"
116,2021-06-08,7,2021-06-08T04:00:00.000Z,04:00:00.000Z,"June 08, 2021"
117,2021-06-09,7,2021-06-09T04:00:00.000Z,04:00:00.000Z,"June 09, 2021"
118,2021-06-10,4,2021-06-10T04:00:00.000Z,04:00:00.000Z,"June 10, 2021"
119,2021-06-12,4,2021-06-12T04:00:00.000Z,04:00:00.000Z,"June 12, 2021"
120,2021-06-13,3,2021-06-13T04:00:00.000Z,04:00:00.000Z,"June 13, 2021"
121,2021-06-14,2,2021-06-14T04:00:00.000Z,04:00:00.000Z,"June 14, 2021"
122,2021-06-15,4,2021-06-15T04:00:00.000Z,04:00:00.000Z,"June 15, 2021"
123,2021-06-16,6,2021-06-16T04:00:00.000Z,04:00:00.000Z,"June 16, 2021"
124,2021-06-17,5,2021-06-17T04:00:00.000Z,04:00:00.000Z,"June 17, 2021"
125,2021-06-19,8,2021-06-19T04:00:00.000Z,04:00:00.000Z,"June 19, 2021"
126,2021-06-20,1,2021-06-20T04:00:00.000Z,04:00:00.000Z,"June 20, 2021"
127,2021-06-21,1,2021-06-21T04:00:00.000Z,04:00:00.000Z,"June 21, 2021"
128,2021-06-22,3,2021-06-22T04:00:00.000Z,04:00:00.000Z,"June 22, 2021"
129,2021-06-23,4,2021-06-23T04:00:00.000Z,04:00:00.000Z,"June 23, 2021"
130,2021-06-25,2,2021-06-25T04:00:00.000Z,04:00:00.000Z,"June 25, 2021"
131,2021-06-26,1,2021-06-26T04:00:00.000Z,04:00:00.000Z,"June 26, 2021"
132,2021-06-28,3,2021-06-28T04:00:00.000Z,04:00:00.000Z,"June 28, 2021"
133,2021-06-29,5,2021-06-29T04:00:00.000Z,04:00:00.000Z,"June 29, 2021"
134,2021-06-30,4,2021-06-30T04:00:00.000Z,04:00:00.000Z,"June 30, 2021"
135,2021-07-07,1,2021-07-07T04:00:00.000Z,04:00:00.000Z,"July 07, 2021"
136,2021-07-08,3,2021-07-08T04:00:00.000Z,04:00:00.000Z,"July 08, 2021"
137,2021-07-10,2,2021-07-10T04:00:00.000Z,04:00:00.000Z,"July 10, 2021"
138,2021-07-11,1,2021-07-11T04:00:00.000Z,04:00:00.000Z,"July 11, 2021"
139,2021-07-13,1,2021-07-13T04:00:00.000Z,04:00:00.000Z,"July 13, 2021"
140,2021-07-14,1,2021-07-14T04:00:00.000Z,04:00:00.000Z,"July 14, 2021"
141,2021-07-15,3,2021-07-15T04:00:00.000Z,04:00:00.000Z,"July 15, 2021"
142,2021-07-16,1,2021-07-16T04:00:00.000Z,04:00:00.000Z,"July 16, 2021"
143,2021-07-17,2,2021-07-17T04:00:00.000Z,04:00:00.000Z,"July 17, 2021"
144,2021-07-18,1,2021-07-18T04:00:00.000Z,04:00:00.000Z,"July 18, 2021"
145,2021-07-20,2,2021-07-20T04:00:00.000Z,04:00:00.000Z,"July 20, 2021"
146,2021-07-21,3,2021-07-21T04:00:00.000Z,04:00:00.000Z,"July 21, 2021"
147,2021-07-22,1,2021-07-22T04:00:00.000Z,04:00:00.000Z,"July 22, 2021"
148,2021-07-23,3,2021-07-23T04:00:00.000Z,04:00:00.000Z,"July 23, 2021"
149,2021-07-24,1,2021-07-24T04:00:00.000Z,04:00:00.000Z,"July 24, 2021"
150,2021-07-28,3,2021-07-28T04:00:00.000Z,04:00:00.000Z,"July 28, 2021"
151,2021-07-29,2,2021-07-29T04:00:00.000Z,04:00:00.000Z,"July 29, 2021"
152,2021-07-31,1,2021-07-31T04:00:00.000Z,04:00:00.000Z,"July 31, 2021"
153,2021-08-01,2,2021-08-01T04:00:00.000Z,04:00:00.000Z,"August 01, 2021"
154,2021-08-02,1,2021-08-02T04:00:00.000Z,04:00:00.000Z,"August 02, 2021"
155,2021-08-03,17,2021-08-03T04:00:00.000Z,04:00:00.000Z,"August 03, 2021"
156,2021-08-04,1,2021-08-04T04:00:00.000Z,04:00:00.000Z,"August 04, 2021"
157,2021-08-05,3,2021-08-05T04:00:00.000Z,04:00:00.000Z,"August 05, 2021"
158,2021-08-06,2,2021-08-06T04:00:00.000Z,04:00:00.000Z,"August 06, 2021"
159,2021-08-07,5,2021-08-07T04:00:00.000Z,04:00:00.000Z,"August 07, 2021"
160,2021-08-08,1,2021-08-08T04:00:00.000Z,04:00:00.000Z,"August 08, 2021"
161,2021-08-10,1,2021-08-10T04:00:00.000Z,04:00:00.000Z,"August 10, 2021"
162,2021-08-11,1,2021-08-11T04:00:00.000Z,04:00:00.000Z,"August 11, 2021"
163,2021-08-12,7,2021-08-12T04:00:00.000Z,04:00:00.000Z,"August 12, 2021"
164,2021-08-14,1,2021-08-14T04:00:00.000Z,04:00:00.000Z,"August 14, 2021"
165,2021-08-15,2,2021-08-15T04:00:00.000Z,04:00:00.000Z,"August 15, 2021"
166,2021-08-16,1,2021-08-16T04:00:00.000Z,04:00:00.000Z,"August 16, 2021"
167,2021-08-18,3,2021-08-18T04:00:00.000Z,04:00:00.000Z,"August 18, 2021"
168,2021-08-19,2,2021-08-19T04:00:00.000Z,04:00:00.000Z,"August 19, 2021"
169,2021-08-20,2,2021-08-20T04:00:00.000Z,04:00:00.000Z,"August 20, 2021"
170,2021-08-21,2,2021-08-21T04:00:00.000Z,04:00:00.000Z,"August 21, 2021"
171,2021-08-23,1,2021-08-23T04:00:00.000Z,04:00:00.000Z,"August 23, 2021"
172,2021-08-25,4,2021-08-25T04:00:00.000Z,04:00:00.000Z,"August 25, 2021"
173,2021-08-26,1,2021-08-26T04:00:00.000Z,04:00:00.000Z,"August 26, 2021"
174,2021-08-28,9,2021-08-28T04:00:00.000Z,04:00:00.000Z,"August 28, 2021"
175,2021-08-31,3,2021-08-31T04:00:00.000Z,04:00:00.000Z,"August 31, 2021"
176,2021-09-02,3,2021-09-02T04:00:00.000Z,04:00:00.000Z,"September 02, 2021"
177,2021-09-03,2,2021-09-03T04:00:00.000Z,04:00:00.000Z,"September 03, 2021"
178,2021-09-04,1,2021-09-04T04:00:00.000Z,04:00:00.000Z,"September 04, 2021"
179,2021-09-05,2,2021-09-05T04:00:00.000Z,04:00:00.000Z,"September 05, 2021"
180,2021-09-08,2,2021-09-08T04:00:00.000Z,04:00:00.000Z,"September 08, 2021"
181,2021-09-09,5,2021-09-09T04:00:00.000Z,04:00:00.000Z,"September 09, 2021"
182,2021-09-10,3,2021-09-10T04:00:00.000Z,04:00:00.000Z,"September 10, 2021"
183,2021-09-11,6,2021-09-11T04:00:00.000Z,04:00:00.000Z,"September 11, 2021"
184,2021-09-12,6,2021-09-12T04:00:00.000Z,04:00:00.000Z,"September 12, 2021"
185,2021-09-13,4,2021-09-13T04:00:00.000Z,04:00:00.000Z,"September 13, 2021"
186,2021-09-14,8,2021-09-14T04:00:00.000Z,04:00:00.000Z,"September 14, 2021"
187,2021-09-15,5,2021-09-15T04:00:00.000Z,04:00:00.000Z,"September 15, 2021"
188,2021-09-16,4,2021-09-16T04:00:00.000Z,04:00:00.000Z,"September 16, 2021"
189,2021-09-17,1,2021-09-17T04:00:00.000Z,04:00:00.000Z,"September 17, 2021"
190,2021-09-18,8,2021-09-18T04:00:00.000Z,04:00:00.000Z,"September 18, 2021"
191,2021-09-19,4,2021-09-19T04:00:00.000Z,04:00:00.000Z,"September 19, 2021"
192,2021-09-20,2,2021-09-20T04:00:00.000Z,04:00:00.000Z,"September 20, 2021"
193,2021-09-21,5,2021-09-21T04:00:00.000Z,04:00:00.000Z,"September 21, 2021"
194,2021-09-22,1,2021-09-22T04:00:00.000Z,04:00:00.000Z,"September 22, 2021"
195,2021-09-23,8,2021-09-23T04:00:00.000Z,04:00:00.000Z,"September 23, 2021"
196,2021-09-24,1,2021-09-24T04:00:00.000Z,04:00:00.000Z,"September 24, 2021"
197,2021-09-25,3,2021-09-25T04:00:00.000Z,04:00:00.000Z,"September 25, 2021"
198,2021-09-26,2,2021-09-26T04:00:00.000Z,04:00:00.000Z,"September 26, 2021"
199,2021-09-27,3,2021-09-27T04:00:00.000Z,04:00:00.000Z,"September 27, 2021"
200,2021-09-28,4,2021-09-28T04:00:00.000Z,04:00:00.000Z,"September 28, 2021"
201,2021-09-29,4,2021-09-29T04:00:00.000Z,04:00:00.000Z,"September 29, 2021"
202,2021-09-30,3,2021-09-30T04:00:00.000Z,04:00:00.000Z,"September 30, 2021"
203,2021-10-01,3,2021-10-01T04:00:00.000Z,04:00:00.000Z,"October 01, 2021"
204,2021-10-04,1,2021-10-04T04:00:00.000Z,04:00:00.000Z,"October 04, 2021"
205,2021-10-05,4,2021-10-05T04:00:00.000Z,04:00:00.000Z,"October 05, 2021"
206,2021-10-06,3,2021-10-06T04:00:00.000Z,04:00:00.000Z,"October 06, 2021"
207,2021-10-07,5,2021-10-07T04:00:00.000Z,04:00:00.000Z,"October 07, 2021"
208,2021-10-08,1,2021-10-08T04:00:00.000Z,04:00:00.000Z,"October 08, 2021"
209,2021-10-09,3,2021-10-09T04:00:00.000Z,04:00:00.000Z,"October 09, 2021"
210,2021-10-12,6,2021-10-12T04:00:00.000Z,04:00:00.000Z,"October 12, 2021"
211,2021-10-13,6,2021-10-13T04:00:00.000Z,04:00:00.000Z,"October 13, 2021"
212,2021-10-14,3,2021-10-14T04:00:00.000Z,04:00:00.000Z,"October 14, 2021"
213,2021-10-15,1,2021-10-15T04:00:00.000Z,04:00:00.000Z,"October 15, 2021"
214,2021-10-16,1,2021-10-16T04:00:00.000Z,04:00:00.000Z,"October 16, 2021"
215,2021-10-17,1,2021-10-17T04:00:00.000Z,04:00:00.000Z,"October 17, 2021"
216,2021-10-18,2,2021-10-18T04:00:00.000Z,04:00:00.000Z,"October 18, 2021"
217,2021-10-19,6,2021-10-19T04:00:00.000Z,04:00:00.000Z,"October 19, 2021"
218,2021-10-20,6,2021-10-20T04:00:00.000Z,04:00:00.000Z,"October 20, 2021"
219,2021-10-21,4,2021-10-21T04:00:00.000Z,04:00:00.000Z,"October 21, 2021"
220,2021-10-22,3,2021-10-22T04:00:00.000Z,04:00:00.000Z,"October 22, 2021"
221,2021-10-23,2,2021-10-23T04:00:00.000Z,04:00:00.000Z,"October 23, 2021"
222,2021-10-25,2,2021-10-25T04:00:00.000Z,04:00:00.000Z,"October 25, 2021"
223,2021-10-26,3,2021-10-26T04:00:00.000Z,04:00:00.000Z,"October 26, 2021"
224,2021-10-27,1,2021-10-27T04:00:00.000Z,04:00:00.000Z,"October 27, 2021"
225,2021-10-28,2,2021-10-28T04:00:00.000Z,04:00:00.000Z,"October 28, 2021"
226,2021-10-29,2,2021-10-29T04:00:00.000Z,04:00:00.000Z,"October 29, 2021"
227,2021-10-30,1,2021-10-30T04:00:00.000Z,04:00:00.000Z,"October 30, 2021"
228,2021-10-31,3,2021-10-31T04:00:00.000Z,04:00:00.000Z,"October 31, 2021"
229,2021-11-01,2,2021-11-01T04:00:00.000Z,04:00:00.000Z,"November 01, 2021"
230,2021-11-03,2,2021-11-03T04:00:00.000Z,04:00:00.000Z,"November 03, 2021"
231,2021-11-04,2,2021-11-04T04:00:00.000Z,04:00:00.000Z,"November 04, 2021"
232,2021-11-05,1,2021-11-05T04:00:00.000Z,04:00:00.000Z,"November 05, 2021"
233,2021-11-06,3,2021-11-06T04:00:00.000Z,04:00:00.000Z,"November 06, 2021"
234,2021-11-07,1,2021-11-07T04:00:00.000Z,04:00:00.000Z,"November 07, 2021"
235,2021-11-08,2,2021-11-08T05:00:00.000Z,05:00:00.000Z,"November 08, 2021"
236,2021-11-09,7,2021-11-09T05:00:00.000Z,05:00:00.000Z,"November 09, 2021"
237,2021-11-10,6,2021-11-10T05:00:00.000Z,05:00:00.000Z,"November 10, 2021"
238,2021-11-11,1,2021-11-11T05:00:00.000Z,05:00:00.000Z,"November 11, 2021"
239,2021-11-13,1,2021-11-13T05:00:00.000Z,05:00:00.000Z,"November 13, 2021"
240,2021-11-14,1,2021-11-14T05:00:00.000Z,05:00:00.000Z,"November 14, 2021"
241,2021-11-15,2,2021-11-15T05:00:00.000Z,05:00:00.000Z,"November 15, 2021"
242,2021-11-16,9,2021-11-16T05:00:00.000Z,05:00:00.000Z,"November 16, 2021"
243,2021-11-17,7,2021-11-17T05:00:00.000Z,05:00:00.000Z,"November 17, 2021"
244,2021-11-18,6,2021-11-18T05:00:00.000Z,05:00:00.000Z,"November 18, 2021"
245,2021-11-19,3,2021-11-19T05:00:00.000Z,05:00:00.000Z,"November 19, 2021"
246,2021-11-20,6,2021-11-20T05:00:00.000Z,05:00:00.000Z,"November 20, 2021"
247,2021-11-21,3,2021-11-21T05:00:00.000Z,05:00:00.000Z,"November 21, 2021"
248,2021-11-22,5,2021-11-22T05:00:00.000Z,05:00:00.000Z,"November 22, 2021"
249,2021-11-23,3,2021-11-23T05:00:00.000Z,05:00:00.000Z,"November 23, 2021"
250,2021-11-28,1,2021-11-28T05:00:00.000Z,05:00:00.000Z,"November 28, 2021"
251,2021-11-29,1,2021-11-29T05:00:00.000Z,05:00:00.000Z,"November 29, 2021"
252,2021-11-30,2,2021-11-30T05:00:00.000Z,05:00:00.000Z,"November 30, 2021"
253,2021-12-01,5,2021-12-01T05:00:00.000Z,05:00:00.000Z,"December 01, 2021"
254,2021-12-02,3,2021-12-02T05:00:00.000Z,05:00:00.000Z,"December 02, 2021"
255,2021-12-03,2,2021-12-03T05:00:00.000Z,05:00:00.000Z,"December 03, 2021"
256,2021-12-04,3,2021-12-04T05:00:00.000Z,05:00:00.000Z,"December 04, 2021"
257,2021-12-05,4,2021-12-05T05:00:00.000Z,05:00:00.000Z,"December 05, 2021"
258,2021-12-06,3,2021-12-06T05:00:00.000Z,05:00:00.000Z,"December 06, 2021"
259,2021-12-08,6,2021-12-08T05:00:00.000Z,05:00:00.000Z,"December 08, 2021"
260,2021-12-09,3,2021-12-09T05:00:00.000Z,05:00:00.000Z,"December 09, 2021"
261,2021-12-10,1,2021-12-10T05:00:00.000Z,05:00:00.000Z,"December 10, 2021"
262,2021-12-11,2,2021-12-11T05:00:00.000Z,05:00:00.000Z,"December 11, 2021"
263,2021-12-12,1,2021-12-12T05:00:00.000Z,05:00:00.000Z,"December 12, 2021"
264,2021-12-13,5,2021-12-13T05:00:00.000Z,05:00:00.000Z,"December 13, 2021"
265,2021-12-14,10,2021-12-14T05:00:00.000Z,05:00:00.000Z,"December 14, 2021"
266,2021-12-15,7,2021-12-15T05:00:00.000Z,05:00:00.000Z,"December 15, 2021"
267,2021-12-16,8,2021-12-16T05:00:00.000Z,05:00:00.000Z,"December 16, 2021"
268,2021-12-18,1,2021-12-18T05:00:00.000Z,05:00:00.000Z,"December 18, 2021"
269,2021-12-19,1,2021-12-19T05:00:00.000Z,05:00:00.000Z,"December 19, 2021"
270,2021-12-20,2,2021-12-20T05:00:00.000Z,05:00:00.000Z,"December 20, 2021"
271,2021-12-21,2,2021-12-21T05:00:00.000Z,05:00:00.000Z,"December 21, 2021"
272,2021-12-22,2,2021-12-22T05:00:00.000Z,05:00:00.000Z,"December 22, 2021"
273,2021-12-28,1,2021-12-28T05:00:00.000Z,05:00:00.000Z,"December 28, 2021"
274,2021-12-29,1,2021-12-29T05:00:00.000Z,05:00:00.000Z,"December 29, 2021"
275,2022-01-03,1,2022-01-03T05:00:00.000Z,05:00:00.000Z,"January 03, 2022"
276,2022-01-05,2,2022-01-05T05:00:00.000Z,05:00:00.000Z,"January 05, 2022"
277,2022-01-06,3,2022-01-06T05:00:00.000Z,05:00:00.000Z,"January 06, 2022"
278,2022-01-10,1,2022-01-10T05:00:00.000Z,05:00:00.000Z,"January 10, 2022"
279,2022-01-11,4,2022-01-11T05:00:00.000Z,05:00:00.000Z,"January 11, 2022"
280,2022-01-12,3,2022-01-12T05:00:00.000Z,05:00:00.000Z,"January 12, 2022"
281,2022-01-13,2,2022-01-13T05:00:00.000Z,05:00:00.000Z,"January 13, 2022"
282,2022-01-14,1,2022-01-14T05:00:00.000Z,05:00:00.000Z,"January 14, 2022"
283,2022-01-16,1,2022-01-16T05:00:00.000Z,05:00:00.000Z,"January 16, 2022"
284,2022-01-17,2,2022-01-17T05:00:00.000Z,05:00:00.000Z,"January 17, 2022"
285,2022-01-18,4,2022-01-18T05:00:00.000Z,05:00:00.000Z,"January 18, 2022"
286,2022-01-19,7,2022-01-19T05:00:00.000Z,05:00:00.000Z,"January 19, 2022"
287,2022-01-20,1,2022-01-20T05:00:00.000Z,05:00:00.000Z,"January 20, 2022"
288,2022-01-22,2,2022-01-22T05:00:00.000Z,05:00:00.000Z,"January 22, 2022"
289,2022-01-24,3,2022-01-24T05:00:00.000Z,05:00:00.000Z,"January 24, 2022"
